"Name","Tier","Family","vCPUs","MemoryGB","MaxDataDisks","NvmeDiskCount","Restrictions"
"Standard_E64s_v4","Standard","standardESv4Family","64","504","32",,"None"
"Standard_E8-2s_v4","Standard","standardESv4Family","8","64","16",,"None"
"Standard_E8-4s_v4","Standard","standardESv4Family","8","64","16",,"None"
"Standard_E8s_v4","Standard","standardESv4Family","8","64","16",,"None"
"Standard_E16-4s_v5","Standard","standardESv5Family","16","128","32",,"None"
"Standard_E16-8s_v5","Standard","standardESv5Family","16","128","32",,"None"
"Standard_E16s_v5","Standard","standardESv5Family","16","128","32",,"None"
"Standard_E20s_v5","Standard","standardESv5Family","20","160","32",,"None"
"Standard_E2s_v5","Standard","standardESv5Family","2","16","4",,"None"
"Standard_E32-16s_v5","Standard","standardESv5Family","32","256","32",,"None"
"Standard_E32-8s_v5","Standard","standardESv5Family","32","256","32",,"None"
"Standard_E32s_v5","Standard","standardESv5Family","32","256","32",,"None"
"Standard_E4-2s_v5","Standard","standardESv5Family","4","32","8",,"None"
"Standard_E48s_v5","Standard","standardESv5Family","48","384","32",,"None"
"Standard_E4s_v5","Standard","standardESv5Family","4","32","8",,"None"
"Standard_E64-16s_v5","Standard","standardESv5Family","64","512","32",,"None"
"Standard_E64-32s_v5","Standard","standardESv5Family","64","512","32",,"None"
"Standard_E64s_v5","Standard","standardESv5Family","64","512","32",,"None"
"Standard_E8-2s_v5","Standard","standardESv5Family","8","64","16",,"None"
"Standard_E8-4s_v5","Standard","standardESv5Family","8","64","32",,"None"
"Standard_E8s_v5","Standard","standardESv5Family","8","64","16",,"None"
"Standard_E96-24s_v5","Standard","standardESv5Family","96","672","32",,"None"
"Standard_E96-48s_v5","Standard","standardESv5Family","96","672","32",,"None"
"Standard_E96s_v5","Standard","standardESv5Family","96","672","32",,"None"
"Standard_E128-32s_v6","Standard","StandardEsv6Family","128","1024","64",,"None"
"Standard_E128-64s_v6","Standard","StandardEsv6Family","128","1024","64",,"None"
"Standard_E128s_v6","Standard","StandardEsv6Family","128","1024","64",,"None"
"Standard_E16-4s_v6","Standard","StandardEsv6Family","16","128","48",,"None"
"Standard_E16-8s_v6","Standard","StandardEsv6Family","16","128","48",,"None"
"Standard_E16s_v6","Standard","StandardEsv6Family","16","128","48",,"None"
"Standard_E192is_v6","Standard","StandardEsv6Family","192","1832","64",,"None"
"Standard_E20s_v6","Standard","StandardEsv6Family","20","160","48",,"None"
"Standard_E2s_v6","Standard","StandardEsv6Family","2","16","8",,"None"
"Standard_E32-16s_v6","Standard","StandardEsv6Family","32","256","64",,"None"
"Standard_E32-8s_v6","Standard","StandardEsv6Family","32","256","64",,"None"
"Standard_E32s_v6","Standard","StandardEsv6Family","32","256","64",,"None"
"Standard_E4-2s_v6","Standard","StandardEsv6Family","4","32","12",,"None"
"Standard_E48s_v6","Standard","StandardEsv6Family","48","384","64",,"None"
"Standard_E4s_v6","Standard","StandardEsv6Family","4","32","12",,"None"
"Standard_E64-16s_v6","Standard","StandardEsv6Family","64","512","64",,"None"
"Standard_E64-32s_v6","Standard","StandardEsv6Family","64","512","64",,"None"
"Standard_E64s_v6","Standard","StandardEsv6Family","64","512","64",,"None"
"Standard_E8-2s_v6","Standard","StandardEsv6Family","8","64","24",,"None"
"Standard_E8-4s_v6","Standard","StandardEsv6Family","8","64","24",,"None"
"Standard_E8s_v6","Standard","StandardEsv6Family","8","64","24",,"None"
"Standard_E96-24s_v6","Standard","StandardEsv6Family","96","768","64",,"None"
"Standard_E96-48s_v6","Standard","StandardEsv6Family","96","768","64",,"None"
"Standard_E96s_v6","Standard","StandardEsv6Family","96","768","64",,"None"
"Standard_E16_v3","Standard","standardEv3Family","16","128","32",,"None"
"Standard_E2_v3","Standard","standardEv3Family","2","16","4",,"None"
"Standard_E20_v3","Standard","standardEv3Family","20","160","32",,"None"
"Standard_E32_v3","Standard","standardEv3Family","32","256","32",,"None"
"Standard_E4_v3","Standard","standardEv3Family","4","32","8",,"None"
"Standard_E48_v3","Standard","standardEv3Family","48","384","32",,"None"
"Standard_E64_v3","Standard","standardEv3Family","64","432","32",,"None"
"Standard_E8_v3","Standard","standardEv3Family","8","64","16",,"None"
"Standard_E16_v4","Standard","standardEv4Family","16","128","32",,"None"
"Standard_E2_v4","Standard","standardEv4Family","2","16","4",,"None"
"Standard_E20_v4","Standard","standardEv4Family","20","160","32",,"None"
"Standard_E32_v4","Standard","standardEv4Family","32","256","32",,"None"
"Standard_E4_v4","Standard","standardEv4Family","4","32","8",,"None"
"Standard_E48_v4","Standard","standardEv4Family","48","384","32",,"None"
"Standard_E64_v4","Standard","standardEv4Family","64","504","32",,"None"
"Standard_E8_v4","Standard","standardEv4Family","8","64","16",,"None"
"Standard_E16_v5","Standard","standardEv5Family","16","128","32",,"None"
"Standard_E2_v5","Standard","standardEv5Family","2","16","4",,"None"
"Standard_E20_v5","Standard","standardEv5Family","20","160","32",,"None"
"Standard_E32_v5","Standard","standardEv5Family","32","256","32",,"None"
"Standard_E4_v5","Standard","standardEv5Family","4","32","8",,"None"
"Standard_E48_v5","Standard","standardEv5Family","48","384","32",,"None"
"Standard_E64_v5","Standard","standardEv5Family","64","512","32",,"None"
"Standard_E8_v5","Standard","standardEv5Family","8","64","16",,"None"
"Standard_E96_v5","Standard","standardEv5Family","96","672","32",,"None"
"Standard_F16als_v6","Standard","StandardFalsv6Family","16","32","32",,"None"
"Standard_F2als_v6","Standard","StandardFalsv6Family","2","4","4",,"None"
"Standard_F32als_v6","Standard","StandardFalsv6Family","32","64","32",,"None"
"Standard_F48als_v6","Standard","StandardFalsv6Family","48","96","32",,"None"
"Standard_F4als_v6","Standard","StandardFalsv6Family","4","8","8",,"None"
"Standard_F64als_v6","Standard","StandardFalsv6Family","64","128","32",,"None"
"Standard_F8als_v6","Standard","StandardFalsv6Family","8","16","16",,"None"
"Standard_F16ams_v6","Standard","StandardFamsv6Family","16","128","32",,"None"
"Standard_F2ams_v6","Standard","StandardFamsv6Family","2","16","4",,"None"
"Standard_F32ams_v6","Standard","StandardFamsv6Family","32","256","32",,"None"
"Standard_F48ams_v6","Standard","StandardFamsv6Family","48","384","32",,"None"
"Standard_F4ams_v6","Standard","StandardFamsv6Family","4","32","8",,"None"
"Standard_F64ams_v6","Standard","StandardFamsv6Family","64","512","32",,"None"
"Standard_F8ams_v6","Standard","StandardFamsv6Family","8","64","16",,"None"
"Standard_F16as_v6","Standard","StandardFasv6Family","16","64","32",,"None"
"Standard_F2as_v6","Standard","StandardFasv6Family","2","8","4",,"None"
"Standard_F32as_v6","Standard","StandardFasv6Family","32","128","32",,"None"
"Standard_F48as_v6","Standard","StandardFasv6Family","48","192","32",,"None"
"Standard_F4as_v6","Standard","StandardFasv6Family","4","16","8",,"None"
"Standard_F64as_v6","Standard","StandardFasv6Family","64","256","32",,"None"
"Standard_F8as_v6","Standard","StandardFasv6Family","8","32","16",,"None"
"Standard_F1","Standard","standardFFamily","1","2","4",,"None"
"Standard_F16","Standard","standardFFamily","16","32","64",,"None"
"Standard_F2","Standard","standardFFamily","2","4","8",,"None"
"Standard_F4","Standard","standardFFamily","4","8","16",,"None"
"Standard_F8","Standard","standardFFamily","8","16","32",,"None"
"Standard_F16s","Standard","standardFSFamily","16","32","64",,"None"
"Standard_F1s","Standard","standardFSFamily","1","2","4",,"None"
"Standard_F2s","Standard","standardFSFamily","2","4","8",,"None"
"Standard_F4s","Standard","standardFSFamily","4","8","16",,"None"
"Standard_F8s","Standard","standardFSFamily","8","16","32",,"None"
"Standard_F16s_v2","Standard","standardFSv2Family","16","32","32",,"None"
"Standard_F2s_v2","Standard","standardFSv2Family","2","4","4",,"None"
"Standard_F32s_v2","Standard","standardFSv2Family","32","64","32",,"None"
"Standard_F48s_v2","Standard","standardFSv2Family","48","96","32",,"None"
"Standard_F4s_v2","Standard","standardFSv2Family","4","8","8",,"None"
"Standard_F64s_v2","Standard","standardFSv2Family","64","128","32",,"None"
"Standard_F72s_v2","Standard","standardFSv2Family","72","144","32",,"None"
"Standard_F8s_v2","Standard","standardFSv2Family","8","16","16",,"None"
"Standard_FX12-6mds_v2","Standard","StandardFXmdsv2Family","12","252","48",,"None"
"Standard_FX12mds_v2","Standard","StandardFXmdsv2Family","12","252","48",,"None"
"Standard_FX16-4mds_v2","Standard","StandardFXmdsv2Family","16","336","48",,"None"
"Standard_FX16-8mds_v2","Standard","StandardFXmdsv2Family","16","336","48",,"None"
"Standard_FX16mds_v2","Standard","StandardFXmdsv2Family","16","336","48",,"None"
"Standard_FX24-12mds_v2","Standard","StandardFXmdsv2Family","24","504","48",,"None"
"Standard_FX24-6mds_v2","Standard","StandardFXmdsv2Family","24","504","48",,"None"
"Standard_FX24mds_v2","Standard","StandardFXmdsv2Family","24","504","48",,"None"
"Standard_FX2mds_v2","Standard","StandardFXmdsv2Family","2","42","8",,"None"
"Standard_FX32-16mds_v2","Standard","StandardFXmdsv2Family","32","672","64",,"None"
"Standard_FX32-8mds_v2","Standard","StandardFXmdsv2Family","32","672","64",,"None"
"Standard_FX32mds_v2","Standard","StandardFXmdsv2Family","32","672","64",,"None"
"Standard_FX4-2mds_v2","Standard","StandardFXmdsv2Family","4","84","12",,"None"
"Standard_FX48-12mds_v2","Standard","StandardFXmdsv2Family","48","1008","64",,"None"
"Standard_FX48-24mds_v2","Standard","StandardFXmdsv2Family","48","1008","64",,"None"
"Standard_FX48mds_v2","Standard","StandardFXmdsv2Family","48","1008","64",,"None"
"Standard_FX4mds_v2","Standard","StandardFXmdsv2Family","4","84","12",,"None"
"Standard_FX64-16mds_v2","Standard","StandardFXmdsv2Family","64","1344","64",,"None"
"Standard_FX64-32mds_v2","Standard","StandardFXmdsv2Family","64","1344","64",,"None"
"Standard_FX64mds_v2","Standard","StandardFXmdsv2Family","64","1344","64",,"None"
"Standard_FX8-2mds_v2","Standard","StandardFXmdsv2Family","8","168","24",,"None"
"Standard_FX8-4mds_v2","Standard","StandardFXmdsv2Family","8","168","24",,"None"
"Standard_FX8mds_v2","Standard","StandardFXmdsv2Family","8","168","24",,"None"
"Standard_FX96-24mds_v2","Standard","StandardFXmdsv2Family","96","1832","64",,"None"
"Standard_FX96-48mds_v2","Standard","StandardFXmdsv2Family","96","1832","64",,"None"
"Standard_FX96mds_v2","Standard","StandardFXmdsv2Family","96","1832","64",,"None"
"Standard_FX12-6ms_v2","Standard","StandardFXmsv2Family","12","252","48",,"None"
"Standard_FX12ms_v2","Standard","StandardFXmsv2Family","12","252","48",,"None"
"Standard_FX16-4ms_v2","Standard","StandardFXmsv2Family","16","336","48",,"None"
"Standard_FX16-8ms_v2","Standard","StandardFXmsv2Family","16","336","48",,"None"
"Standard_FX16ms_v2","Standard","StandardFXmsv2Family","16","336","48",,"None"
"Standard_FX24-12ms_v2","Standard","StandardFXmsv2Family","24","504","48",,"None"
"Standard_FX24-6ms_v2","Standard","StandardFXmsv2Family","24","504","48",,"None"
"Standard_FX24ms_v2","Standard","StandardFXmsv2Family","24","504","48",,"None"
"Standard_FX2ms_v2","Standard","StandardFXmsv2Family","2","42","8",,"None"
"Standard_FX32-16ms_v2","Standard","StandardFXmsv2Family","32","672","64",,"None"
"Standard_FX32-8ms_v2","Standard","StandardFXmsv2Family","32","672","64",,"None"
"Standard_FX32ms_v2","Standard","StandardFXmsv2Family","32","672","64",,"None"
"Standard_FX4-2ms_v2","Standard","StandardFXmsv2Family","4","84","12",,"None"
"Standard_FX48-12ms_v2","Standard","StandardFXmsv2Family","48","1008","64",,"None"
"Standard_FX48-24ms_v2","Standard","StandardFXmsv2Family","48","1008","64",,"None"
"Standard_FX48ms_v2","Standard","StandardFXmsv2Family","48","1008","64",,"None"
"Standard_FX4ms_v2","Standard","StandardFXmsv2Family","4","84","12",,"None"
"Standard_FX64-16ms_v2","Standard","StandardFXmsv2Family","64","1344","64",,"None"
"Standard_FX64-32ms_v2","Standard","StandardFXmsv2Family","64","1344","64",,"None"
"Standard_FX64ms_v2","Standard","StandardFXmsv2Family","64","1344","64",,"None"
"Standard_FX8-2ms_v2","Standard","StandardFXmsv2Family","8","168","24",,"None"
"Standard_FX8-4ms_v2","Standard","StandardFXmsv2Family","8","168","24",,"None"
"Standard_FX8ms_v2","Standard","StandardFXmsv2Family","8","168","24",,"None"
"Standard_FX96-24ms_v2","Standard","StandardFXmsv2Family","96","1832","64",,"None"
"Standard_FX96-48ms_v2","Standard","StandardFXmsv2Family","96","1832","64",,"None"
"Standard_FX96ms_v2","Standard","StandardFXmsv2Family","96","1832","64",,"None"
"Standard_G1","Standard","standardGFamily","2","28","8",,"None"
"Standard_G2","Standard","standardGFamily","4","56","16",,"None"
"Standard_G3","Standard","standardGFamily","8","112","32",,"None"
"Standard_G4","Standard","standardGFamily","16","224","64",,"None"
"Standard_G5","Standard","standardGFamily","32","448","64",,"None"
"Standard_GS1","Standard","standardGSFamily","2","28","8",,"None"
"Standard_GS2","Standard","standardGSFamily","4","56","16",,"None"
"Standard_GS3","Standard","standardGSFamily","8","112","32",,"None"
"Standard_GS4","Standard","standardGSFamily","16","224","64",,"None"
"Standard_GS4-4","Standard","standardGSFamily","16","224","64",,"None"
"Standard_GS4-8","Standard","standardGSFamily","16","224","64",,"None"
"Standard_GS5","Standard","standardGSFamily","32","448","64",,"None"
"Standard_GS5-16","Standard","standardGSFamily","32","448","64",,"None"
"Standard_GS5-8","Standard","standardGSFamily","32","448","64",,"None"
"Standard_L12aos_v4","Standard","standardLaosv4Family","12","96","16",,"None"
"Standard_L16aos_v4","Standard","standardLaosv4Family","16","128","32",,"None"
"Standard_L24aos_v4","Standard","standardLaosv4Family","24","192","32",,"None"
"Standard_L2aos_v4","Standard","standardLaosv4Family","2","16","4",,"None"
"Standard_L32aos_v4","Standard","standardLaosv4Family","32","256","32",,"None"
"Standard_L4aos_v4","Standard","standardLaosv4Family","4","32","8",,"None"
"Standard_L8aos_v4","Standard","standardLaosv4Family","8","64","16",,"None"
"Standard_L16as_v3","Standard","standardLASv3Family","16","128","32",,"None"
"Standard_L32as_v3","Standard","standardLASv3Family","32","256","32",,"None"
"Standard_L48as_v3","Standard","standardLASv3Family","48","384","32",,"None"
"Standard_L64as_v3","Standard","standardLASv3Family","64","512","32",,"None"
"Standard_L80as_v3","Standard","standardLASv3Family","80","640","32",,"None"
"Standard_L8as_v3","Standard","standardLASv3Family","8","64","16",,"None"
"Standard_L16as_v4","Standard","standardLasv4Family","16","128","32",,"None"
"Standard_L2as_v4","Standard","standardLasv4Family","2","16","4",,"None"
"Standard_L32as_v4","Standard","standardLasv4Family","32","256","32",,"None"
"Standard_L48as_v4","Standard","standardLasv4Family","48","384","32",,"None"
"Standard_L4as_v4","Standard","standardLasv4Family","4","32","8",,"None"
"Standard_L64as_v4","Standard","standardLasv4Family","64","512","32",,"None"
"Standard_L80as_v4","Standard","standardLasv4Family","80","640","32",,"None"
"Standard_L8as_v4","Standard","standardLasv4Family","8","64","16",,"None"
"Standard_L96as_v4","Standard","standardLasv4Family","96","768","32",,"None"
"Standard_L16s","Standard","standardLSFamily","16","128","64",,"None"
"Standard_L32s","Standard","standardLSFamily","32","256","64",,"None"
"Standard_L4s","Standard","standardLSFamily","4","32","16",,"None"
"Standard_L8s","Standard","standardLSFamily","8","64","32",,"None"
"Standard_L16s_v3","Standard","standardLSv3Family","16","128","32",,"None"
"Standard_L32s_v3","Standard","standardLSv3Family","32","256","32",,"None"
"Standard_L48s_v3","Standard","standardLSv3Family","48","384","32",,"None"
"Standard_L64s_v3","Standard","standardLSv3Family","64","512","32",,"None"
"Standard_L80s_v3","Standard","standardLSv3Family","80","640","32",,"None"
"Standard_L8s_v3","Standard","standardLSv3Family","8","64","16",,"None"
"Standard_L16s_v4","Standard","standardLsv4Family","16","128","48",,"None"
"Standard_L2s_v4","Standard","standardLsv4Family","2","16","8",,"None"
"Standard_L32s_v4","Standard","standardLsv4Family","32","256","64",,"None"
"Standard_L48s_v4","Standard","standardLsv4Family","48","384","64",,"None"
"Standard_L4s_v4","Standard","standardLsv4Family","4","32","12",,"None"
"Standard_L64s_v4","Standard","standardLsv4Family","64","512","64",,"None"
"Standard_L80s_v4","Standard","standardLsv4Family","80","640","64",,"None"
"Standard_L8s_v4","Standard","standardLsv4Family","8","64","24",,"None"
"Standard_L96s_v4","Standard","standardLsv4Family","96","768","64",,"None"
"Standard_M128dms_v2","Standard","standardMDSMediumMemoryv2Family","128","3892","64",,"None"
"Standard_M128ds_v2","Standard","standardMDSMediumMemoryv2Family","128","2048","64",,"None"
"Standard_M32dms_v2","Standard","standardMDSMediumMemoryv2Family","32","875","32",,"None"
"Standard_M64dms_v2","Standard","standardMDSMediumMemoryv2Family","64","1792","64",,"None"
"Standard_M64ds_v2","Standard","standardMDSMediumMemoryv2Family","64","1024","64",,"None"
"Standard_M192idms_v2","Standard","standardMIDSMediumMemoryv2Family","192","4096","64",,"None"
"Standard_M192ids_v2","Standard","standardMIDSMediumMemoryv2Family","192","2048","64",,"None"
"Standard_M192ims_v2","Standard","standardMISMediumMemoryv2Family","192","4096","64",,"None"
"Standard_M192is_v2","Standard","standardMISMediumMemoryv2Family","192","2048","64",,"None"
"Standard_M128","Standard","standardMSFamily","128","2048","64",,"NotAvailableForSubscription"
"Standard_M128-32ms","Standard","standardMSFamily","128","3892","64",,"NotAvailableForSubscription"
"Standard_M128-64ms","Standard","standardMSFamily","128","3892","64",,"NotAvailableForSubscription"
"Standard_M128m","Standard","standardMSFamily","128","3892","64",,"NotAvailableForSubscription"
"Standard_M128ms","Standard","standardMSFamily","128","3892","64",,"NotAvailableForSubscription"
"Standard_M128s","Standard","standardMSFamily","128","2048","64",,"NotAvailableForSubscription"
"Standard_M16-4ms","Standard","standardMSFamily","16","437.5","16",,"NotAvailableForSubscription"
"Standard_M16-8ms","Standard","standardMSFamily","16","437.5","16",,"NotAvailableForSubscription"
"Standard_M16ms","Standard","standardMSFamily","16","437.5","16",,"NotAvailableForSubscription"
"Standard_M32-16ms","Standard","standardMSFamily","32","875","32",,"NotAvailableForSubscription"
"Standard_M32-8ms","Standard","standardMSFamily","32","875","32",,"NotAvailableForSubscription"
"Standard_M32ls","Standard","standardMSFamily","32","256","32",,"NotAvailableForSubscription"
"Standard_M32ms","Standard","standardMSFamily","32","875","32",,"NotAvailableForSubscription"
"Standard_M32ts","Standard","standardMSFamily","32","192","32",,"NotAvailableForSubscription"
"Standard_M64","Standard","standardMSFamily","64","1024","64",,"NotAvailableForSubscription"
"Standard_M64-16ms","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64-32ms","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64ls","Standard","standardMSFamily","64","512","64",,"NotAvailableForSubscription"
"Standard_M64m","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64ms","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64s","Standard","standardMSFamily","64","1024","64",,"NotAvailableForSubscription"
"Standard_M8-2ms","Standard","standardMSFamily","8","218.75","8",,"NotAvailableForSubscription"
"Standard_M8-4ms","Standard","standardMSFamily","8","218.75","8",,"NotAvailableForSubscription"
"Standard_M8ms","Standard","standardMSFamily","8","218.75","8",,"NotAvailableForSubscription"
"Standard_M128ms_v2","Standard","standardMSMediumMemoryv2Family","128","3892","64",,"None"
"Standard_M128s_v2","Standard","standardMSMediumMemoryv2Family","128","2048","64",,"None"
"Standard_M32ms_v2","Standard","standardMSMediumMemoryv2Family","32","875","32",,"None"
"Standard_M64ms_v2","Standard","standardMSMediumMemoryv2Family","64","1792","64",,"None"
"Standard_M64s_v2","Standard","standardMSMediumMemoryv2Family","64","1024","64",,"None"
"Standard_M208ms_v2","Standard","standardMSv2Family","208","5700","64",,"None"
"Standard_M208s_v2","Standard","standardMSv2Family","208","2850","64",,"None"
"Standard_M416-208ms_v2","Standard","standardMSv2Family","416","11400","64",,"None"
"Standard_M416-208s_v2","Standard","standardMSv2Family","416","5700","64",,"None"
"Standard_M416ms_v2","Standard","standardMSv2Family","416","11400","64",,"None"
"Standard_M416s_10_v2","Standard","standardMSv2Family","416","9496","64",,"None"
"Standard_M416s_8_v2","Standard","standardMSv2Family","416","7600","64",,"None"
"Standard_M416s_9_v2","Standard","standardMSv2Family","416","8568","64",,"None"
"Standard_M416s_v2","Standard","standardMSv2Family","416","5700","64",,"None"
"Standard_ND96isr_H100_v5","Standard","standardNDSH100v5Family","96","1900","16",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV12ads_A10_v5","Standard","StandardNVADSA10v5Family","12","110","8",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV18ads_A10_v5","Standard","StandardNVADSA10v5Family","18","220","16",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV36adms_A10_v5","Standard","StandardNVADSA10v5Family","36","880","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV36ads_A10_v5","Standard","StandardNVADSA10v5Family","36","440","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV6ads_A10_v5","Standard","StandardNVADSA10v5Family","6","55","4",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV72ads_A10_v5","Standard","StandardNVADSA10v5Family","72","880","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV12s_v2","Standard","standardNVSv2Family","12","224","24",,"NotAvailableForSubscription"
"Standard_NV24s_v2","Standard","standardNVSv2Family","24","448","32",,"NotAvailableForSubscription"
"Standard_NV6s_v2","Standard","standardNVSv2Family","6","112","12",,"NotAvailableForSubscription"
"Standard_NV12s_v3","Standard","standardNVSv3Family","12","112","12",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV24s_v3","Standard","standardNVSv3Family","24","224","24",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV48s_v3","Standard","standardNVSv3Family","48","448","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_E80ids_v4","Standard","standardXEIDSv4Family","80","504","64",,"None"
"Standard_E80is_v4","Standard","standardXEISv4Family","80","504","64",,"None"
